PointID,PointIDtied,BirdID,Use,Sex,Age,Latitude,Longitude,Date,Year,PerchType,DetailPerchType,PerchH,Crops11,Water11,WaterType11,WaterDavg11,Wire100,WireAvg100,Ditches100,DitchWavg100,DitchDavg100,GrassWavg100,GrassHavg100,Wire250,WireAvg250,WoodyPerches250,WoodyAvg250,NonnatPerches250,NonnatAvg250,TotalPerches250,Ditches250,DitchWavg250,DitchDavg250,GrassWavg250,GrassHavg250,Corn500,Cotton500,Rice500,Soy500,Fallow500,Develop500,Forest500
Iceman Ran 4,Iceman4,Iceman,0,M,SY,35.77837,-90.87594,1/31/2018,2,natural,shrub,3,1,1,ditch,1,400,9.5,3,8,2.5,2,0.05,1000,9.5,2,3,3,1,5,3,8,2.5,2,0.05,0,0,61.39747995,27.14776632,6.414662085,5.040091638,0
Iceman Obs 5,Iceman5,Iceman,1,M,SY,35.78193,-90.87575,2/5/2018,2,wire,utility wire,6,1,0,none,0,200,9,1,9,3,2,0.05,500,9,22,5,1,2.5,23,1,9,3,2,0.05,0,0,45.58991982,48.33906071,2.176403207,3.894616266,0
Iceman Ran 5,Iceman5,Iceman,0,M,SY,35.78196,-90.87402,2/5/2018,2,stubble,soy stubble,0.3,1,0,none,0,0,0,0,0,0,0,0,400,9,9,5,1,1.5,10,1,9,3,2,0.05,0,0,50.80645161,44.00921659,1.497695853,3.686635945,0
Iceman Obs 6,Iceman6,Iceman,1,M,SY,35.78367,-90.87574,2/13/2018,2,wire,utility wire,7,1,0,none,0,200,9,1,9,3,2,0.05,500,9,30,13,31,1,61,1,9,3,2,0.05,0,0,45.58991982,48.33906071,2.176403207,3.894616266,0
Iceman Ran 6,Iceman6,Iceman,0,M,SY,35.78584,-90.87654,2/13/2018,2,stubble,soy stubble,0.15,1,0,none,0,270,9,1,9,3,2,0.05,520,9,101,13,30,1.5,131,1,9,3,2,0.05,0,0,50.80645161,44.00921659,1.497695853,3.686635945,0
Lil Snapper Obs 1,Lilsnap1,Lilsnap,1,M,SY,35.81898,-90.40081,2/3/2018,2,wire,utility wire,8.75,1,0,none,0,400,12,2,3,0.75,1,0.1,1000,12,101,10,17,1.5,118,3,5.666666667,1.666666667,1,0.1,0.484848485,49.21212121,0.121212121,14.66666667,9.696969697,4.727272727,21.09090909
Lil Snapper Ran 1,Lilsnap1,Lilsnap,0,M,SY,35.82071,-90.40085,2/3/2018,2,stubble,cotton stubble,0.13,1,0,none,0,0,0,0,0,0,0,0,400,12,5,8,4,1.5,9,0,0,0,0,0,0.358422939,68.69772999,0,11.70848268,8.960573477,5.376344086,4.898446834
Lil Snapper Obs 2,Lilsnap2,Lilsnap,1,M,SY,35.83772,-90.40363,2/19/2018,2,natural,brush pile,1,1,0,none,0,300,10,2,1.5,0.25,1,0.01,600,10,42,13,30,1,72,2,1.5,0.25,1,0.01,0,74.31506849,0,13.01369863,0.228310502,11.98630137,0.456621005
Lil Snapper Ran 2,Lilsnap2,Lilsnap,0,M,SY,35.83572,-90.40413,2/19/2018,2,stubble,cotton stubble,0.1,1,0,none,0,200,10,2,2.5,0.45,1,0.01,600,10,42,13,35,1.5,77,2,2.5,0.45,1,0.01,0,82.75862069,0,7.24137931,2.75862069,6.781609195,0.459770115
Lil Sweet Obs 1,Lilsweet1,Lilsweet,1,M,SY,35.54456,-90.53581,12/28/2017,2,natural,tree,4,0,1,ditch,0.35,200,10,2,3.25,1,6,0.075,700,10,12,10,12,1,24,2,3.25,1,6,0.075,0,1.14416476,0,88.5583524,0,10.29748284,0
Lil Sweet Ran 1,Lilsweet1,Lilsweet,0,M,SY,35.543535,-90.537195,12/28/2017,2,stubble,soy stubble,0.2,1,0,none,0,210,9,1,5,1.5,1,0.1,510,9,12,12,11,2.5,23,2,3.75,1.25,3.5,0.075,0,0.346020761,0.115340254,92.61822376,0.576701269,6.343713956,0
Lil Sweet Obs 2,Lilsweet2,Lilsweet,1,M,SY,35.54436,-90.53601,1/15/2018,2,anthropogenic,house,8,0,0,none,0,200,10,2,3.25,1,6,0.075,700,10,12,10,12,1,24,2,3.25,1,6,0.075,0,1.14416476,0,88.5583524,0,10.29748284,0
Lil Sweet Ran 2,Lilsweet2,Lilsweet,0,M,SY,35.54498,-90.53638,1/15/2018,2,wire,utility wire,11,1,1,ditch,0.1,200,10,2,3.25,1,6,0.075,700,10,12,10,12,1,24,2,3.25,1,6,0.075,0,0.346020761,0.115340254,92.61822376,0.576701269,6.343713956,0
Lil Sweet Obs 3,Lilsweet3,Lilsweet,1,M,SY,35.544617,-90.535889,1/24/2018,2,natural,tree,7,0,1,ditch,0.1,200,10,2,3.25,1,6,0.075,700,10,12,10,12,1,24,2,3.25,1,6,0.075,0,1.14416476,0,88.5583524,0,10.29748284,0
Lil Sweet Ran 3,Lilsweet3,Lilsweet,0,M,SY,35.54411,-90.53144,1/24/2018,2,natural,tree,26,0,0,none,0,200,10,2,7,1.5,5.5,0.01,500,10,54,8,1,1,55,2,7,1.5,5.5,0.01,0,0.346020761,0.115340254,92.61822376,0.576701269,6.343713956,0
Lil Sweet Obs 4,Lilsweet4,Lilsweet,1,M,SY,35.54388,-90.53745,2/7/2018,2,wire,utility wire,7,1,0,none,0,210,9,1,5,1.5,1,0.1,510,9,12,12,11,2.5,23,2,3.75,1.25,3.5,0.075,0,1.14416476,0,88.5583524,0,10.29748284,0
Lil Sweet Ran 4,Lilsweet4,Lilsweet,0,M,SY,35.5442,-90.539,2/7/2018,2,wire,utility wire,7.5,1,0,none,0,400,10,2,3.25,1,6,0.075,1000,10,12,15,12,1,24,2,3.25,1,6,0.075,0,0.346020761,0.115340254,92.61822376,0.576701269,6.343713956,0
Lil Sweet Obs 5,Lilsweet5,Lilsweet,1,M,SY,35.5482,-90.53754,2/19/2018,2,wire,utility wire,6.5,1,1,ditch,0.2,210,9,1,5,1.5,1,0.1,510,9,12,12,11,2.5,23,2,3.75,1.25,3.5,0.075,0,1.14416476,0,88.5583524,0,10.29748284,0
Lil Sweet Ran 5,Lilsweet5,Lilsweet,0,M,SY,35.54812,-90.53654,2/19/2018,2,stubble,soy stubble,0.35,1,0,none,0,210,9,1,5,1.5,1,0.1,510,9,12,12,11,2.5,23,2,3.75,1.25,3.5,0.075,0,0.346020761,0.115340254,92.61822376,0.576701269,6.343713956,0
Lil Sweet Obs 6,Lilsweet6,Lilsweet,1,M,SY,35.54424,-90.53745,3/1/2018,2,wire,utility wire,12,1,1,ditch,0.55,400,10,2,3.25,1,6,0.075,1000,10,12,15,12,1,24,2,3.25,1,6,0.075,0,1.14416476,0,88.5583524,0,10.29748284,0
Lil Sweet Ran 6,Lilsweet6,Lilsweet,0,M,SY,35.54429,-90.53799,3/1/2018,2,anthropogenic,barn,8,0,0,none,0,400,10,2,3.25,1,6,0.075,1000,10,12,15,12,1,24,2,3.25,1,6,0.075,0,0.346020761,0.115340254,92.61822376,0.576701269,6.343713956,0
Lone Ranger Obs 1,Lone1,Lone,1,M,ASY,35.75798,-90.50102,10/31/2017,2,wire,utility wire,8,1,0,none,0,280,10,4,1.75,0.65,2.5,0.1,600,10,0,0,7,3,7,4,1.75,0.65,2.5,0.325,7.118254879,26.63605052,1.148105626,58.43857635,0,6.659012629,0
Lone Ranger Ran 1,Lone1,Lone,0,M,ASY,35.75825,-90.50282,10/31/2017,2,stubble,cotton stubble,0.5,1,0,none,0,120,10,4,1.75,0.65,2.5,0.325,400,10,0,0,7,3,7,4,1.75,0.65,2.5,0.325,0.343249428,31.9221968,0,61.55606407,0,6.178489703,0
Lone Ranger Obs 10,Lone10,Lone,1,M,ASY,35.75769,-90.50844,2/13/2018,2,wire,utility wire,6.86,1,1,ditch,0.075,400,10,3,2.333333333,1.166666667,3.666666667,0.233333333,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,26.66666667,0.114942529,70,0,3.218390805,0
Lone Ranger Ran 10,Lone10,Lone,0,M,ASY,35.75753,-90.50806,2/13/2018,2,anthropogenic,post,3,0,0,none,0,400,10,3,2.333333333,1.166666667,3.666666667,0.233333333,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,22.97921478,0.115473441,75.05773672,0,1.847575058,0
Lone Ranger Obs 11,Lone11,Lone,1,M,ASY,35.757725,-90.508479,2/19/2018,2,wire,utility wire,10,0,1,ditch,0.1,400,10,3,2.333333333,1.166666667,3.833333333,0.1,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,26.66666667,0.114942529,70,0,3.218390805,0
Lone Ranger Ran 11,Lone11,Lone,0,M,ASY,35.759768,-90.50696,2/19/2018,2,stubble,cotton stubble,0.4,1,0,none,0,0,0,0,0,0,0,0,0,0,20,4,0,0,20,0,0,0,0,0,0,22.97921478,0.115473441,75.05773672,0,1.847575058,0
Lone Ranger Obs 12,Lone12,Lone,1,M,ASY,35.7579,-90.50297,3/10/2018,2,wire,utility wire,7.5,1,0,none,0,280,10,4,1.75,0.65,2.5,0.1,600,10,0,0,7,3,7,4,1.75,0.65,2.5,0.1,7.118254879,26.63605052,1.148105626,58.43857635,0,6.659012629,0
Lone Ranger Ran 12,Lone12,Lone,0,M,ASY,35.75699,-90.50208,3/10/2018,2,stubble,cotton stubble,0.3,1,0,none,0,280,10,4,1.75,0.65,2.5,0.1,600,10,0,0,7,3,7,4,1.75,0.65,2.5,0.1,0.343249428,31.9221968,0,61.55606407,0,6.178489703,0
Lone Ranger Obs 2,Lone2,Lone,1,M,ASY,35.75773,-90.50784,11/28/2017,2,wire,utility wire,4,1,1,ditch,0.15,400,10,3,2.2,1.166666667,3.666666667,0.233333333,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,26.66666667,0.114942529,70,0,3.218390805,0
Lone Ranger Ran 2,Lone2,Lone,0,M,ASY,35.75813,-90.50779,11/28/2017,2,stubble,cotton stubble,0.3,1,0,none,0,400,10,3,2.333333333,1.166666667,3.666666667,0.233333333,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,22.97921478,0.115473441,75.05773672,0,1.847575058,0
Lone Ranger Obs 3,Lone3,Lone,1,M,ASY,35.75718,-90.50879,12/6/2017,2,wire,utility wire,6,0,0,none,0,400,10,3,2.333333333,1.166666667,3.666666667,0.233333333,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,26.66666667,0.114942529,70,0,3.218390805,0
Lone Ranger Ran 3,Lone3,Lone,0,M,ASY,35.759331,-90.511137,12/6/2017,2,natural,shrub,3,0,1,ditch,0.4,240,10,1,2,1,5,0.1,520,10,15,11,10,3.5,25,3,2.333333333,1.166666667,3.666666667,0.233333333,0,22.97921478,0.115473441,75.05773672,0,1.847575058,0
Lone Ranger Obs 4,Lone4,Lone,1,M,ASY,35.75784,-90.50314,12/18/2017,2,wire,utility wire,12,1,0,none,0,280,10,4,1.75,0.65,2.5,0.1,600,10,0,0,7,3,7,4,1.75,0.65,2.5,0.1,7.118254879,26.63605052,1.148105626,58.43857635,0,6.659012629,0
Lone Ranger Ran 4,Lone4,Lone,0,M,ASY,35.75771,-90.5078,12/18/2017,2,wire,utility wire,12,1,0,none,0,400,10,3,2.333333333,1.166666667,3.666666667,0.233333333,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,22.97921478,0.115473441,75.05773672,0,1.847575058,0
Lone Ranger Obs 5,Lone5,Lone,1,M,ASY,35.75762,-90.50992,12/29/2017,2,natural,herbaceous,1.5,1,1,ditch,0.2,400,10,3,2.333333333,1.166666667,3.666666667,0.233333333,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,26.66666667,0.114942529,70,0,3.218390805,0
Lone Ranger Ran 5,Lone5,Lone,0,M,ASY,35.758992,-90.508983,12/29/2017,2,stubble,cotton stubble,0.4,1,0,none,0,400,10,3,2.333333333,1.166666667,3.666666667,0.233333333,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,22.97921478,0.115473441,75.05773672,0,1.847575058,0
Lone Ranger Obs 6,Lone6,Lone,1,M,ASY,35.75673,-90.50894,1/9/2018,2,anthropogenic,post,2.5,1,1,ditch,0.4,400,10,3,2.333333333,1.166666667,3.666666667,0.233333333,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,26.66666667,0.114942529,70,0,3.218390805,0
Lone Ranger Ran 6,Lone6,Lone,0,M,ASY,35.75606,-90.50845,1/9/2018,2,stubble,cotton stubble,0.5,1,0,none,0,400,10,3,2.333333333,1.166666667,3.666666667,0.233333333,1000,10,15,11,12,3.5,27,3,2.333333333,1.166666667,3.666666667,0.233333333,0,22.97921478,0.115473441,75.05773672,0,1.847575058,0
Lone Ranger Obs 7,Lone7,Lone,1,M,ASY,35.75797,-90.50223,1/20/2018,2,wire,utility wire,8,1,1,ditch,0.06,280,10,4,1.75,0.65,2.5,0.1,600,10,0,0,7,3,7,4,1.75,0.65,2.5,0.1,7.118254879,26.63605052,1.148105626,58.43857635,0,6.659012629,0
Lone Ranger Ran 7,Lone7,Lone,0,M,ASY,35.7585,-90.50252,1/20/2018,2,stubble,cotton stubble,0.3,1,0,none,0,0,0,4,1.75,0.65,2.5,0.1,200,10,0,0,7,3,7,4,1.75,0.65,2.5,0.1,0.343249428,31.9221968,0,61.55606407,0,6.178489703,0
Lone Ranger Obs 8,Lone8,Lone,1,M,ASY,35.75784,-90.50616,1/26/2018,2,wire,utility wire,8,1,1,ditch,0.01,200,10,2,2.75,0.75,5.5,0.15,500,10,0,0,8,3.5,8,2,2.75,0.75,5.5,0.15,7.118254879,26.63605052,1.148105626,58.43857635,0,6.659012629,0
Lone Ranger Ran 8,Lone8,Lone,0,M,ASY,35.757098,-90.505284,1/26/2018,2,stubble,cotton stubble,0.4,1,0,none,0,200,10,2,2.75,0.75,5.5,0.15,500,10,0,0,8,3.5,8,2,2.75,0.75,5.5,0.15,0.343249428,31.9221968,0,61.55606407,0,6.178489703,0
Lone Ranger Obs 9,Lone9,Lone,1,M,ASY,35.75768,-90.50588,2/5/2018,2,wire,utility wire,12,1,0,none,0,200,10,2,2.75,0.75,5.5,0.15,500,10,0,0,8,3.5,8,2,2.75,0.75,5.5,0.15,7.118254879,26.63605052,1.148105626,58.43857635,0,6.659012629,0
Lone Ranger Ran 9,Lone9,Lone,0,M,ASY,35.761,-90.50453,2/5/2018,2,anthropogenic,farm equipment,1,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5,4,0,0,0,0,0,0.343249428,31.9221968,0,61.55606407,0,6.178489703,0
Obama Obs 1,Obama1,Obama,1,M,ASY,35.48331,-90.9504,12/16/2017,2,wire,utility wire,14,1,0,none,0,200,15,0,0,0,0,0,820,12,101,5,3,0.8,104,2,6.9,0.6,8.4,0.37,0,0,35.43577982,55.73394495,0.229357798,7.110091743,1.490825688
Obama Ran 1,Obama1,Obama,0,M,ASY,35.483528,-90.94751,12/16/2017,2,stubble,soy stubble,0.35,1,0,none,0,120,8.5,1,0.8,0.1,5.35,0.26,1050,12,101,4.8,1,2.2,102,3,4.8,0.5,6.6,0.2975,0,0,32.4137931,59.31034483,0.459770115,7.126436782,0.689655172
Obama Obs 2,Obama2,Obama,1,M,ASY,35.48331,-90.95029,1/8/2018,2,wire,utility wire,14,1,0,none,0,200,15,0,0,0,0,0,810,12,101,5,3,0.6,104,1,13,1.5,14.5,0.59,0,0,35.43577982,55.73394495,0.229357798,7.110091743,1.490825688
Obama Ran 2,Obama2,Obama,0,M,ASY,35.48366,-90.95085,1/8/2018,2,stubble,soy stubble,0.35,1,0,none,0,200,15,0,0,0,0,0,960,12,101,5,3,0.6,104,3,5.866666667,1.066666667,8.5,0.353333333,0,0,32.4137931,59.31034483,0.459770115,7.126436782,0.689655172
Obama Obs 3,Obama3,Obama,1,M,ASY,35.48576,-90.95522,1/23/2018,2,wire,utility wire,16,1,1,flooded field,0.03,400,12,2,8.4,1.8,8.85,0.3,1000,12,101,3,4,0.8,105,3,8.333333333,1.7,7.6,0.283333333,0,0,35.43577982,55.73394495,0.229357798,7.110091743,1.490825688
Obama Ran 3,Obama3,Obama,0,M,ASY,35.485003,-90.954031,1/23/2018,2,stubble,cotton stubble,0.4,1,0,none,0,320,12,2,8.4,1.8,8.85,0.3,980,12,101,3,4,0.8,105,3,8.333333333,1.7,0,0,0,0,32.4137931,59.31034483,0.459770115,7.126436782,0.689655172
Obama Obs 4,Obama4,Obama,1,M,ASY,35.48564,-90.94954,1/29/2018,2,natural,tree,6,0,1,ditch,4,240,9,2,8.4,8.9,8.65,0.33,1055,9,101,14,29,2.8,130,4,5.75,1.075,5.15,0.2475,0,0,35.43577982,55.73394495,0.229357798,7.110091743,1.490825688
Obama Ran 4,Obama4,Obama,0,M,ASY,35.48626,-90.94955,1/29/2018,2,anthropogenic,building,9,0,0,none,0,145,9,2,8.4,8.9,8.65,0.33,940,9,101,15,29,2.8,130,4,5.75,1.075,5.15,0.2475,0,0,32.4137931,59.31034483,0.459770115,7.126436782,0.689655172
Obama Obs 5,Obama5,Obama,1,M,ASY,35.47922,-90.94838,2/13/2018,2,anthropogenic,utility pole,7,1,1,ditch,0.15,200,8,2,2.95,0.7,1.85,0.175,500,8,8,1.7,0,0,8,2,2.95,0.7,1.85,0.175,0,0,40.1826484,55.47945205,0.114155251,3.196347032,1.02739726
Obama Ran 5,Obama5,Obama,0,M,ASY,35.47854,-90.94796,2/13/2018,2,stubble,rice stubble,0.4,1,0,none,0,190,8,2,2.95,0.7,1.85,0.175,490,8,8,1.7,0,0,8,2,2.95,0.7,1.85,0.175,0,0,48.67967853,44.89092997,0.114810563,2.985074627,3.329506315
Obama Obs 6,Obama6,Obama,1,M,ASY,35.48317,-90.94995,2/19/2018,2,wire,utility wire,16,1,0,none,0,200,11.5,0,0,0,0,0,900,11.5,98,5,4,0.6,102,2,6.9,0.6,8.4,0.37,0,0,35.43577982,55.73394495,0.229357798,7.110091743,1.490825688
Obama Ran 6,Obama6,Obama,0,M,ASY,35.48331,-90.94838,2/19/2018,2,natural,tree,20,1,0,none,0,280,11.5,1,0.8,0.1,5.35,0.26,940,11.5,92,10,6,0.6,98,2,6.9,0.6,8.4,0.37,0,0,32.4137931,59.31034483,0.459770115,7.126436782,0.689655172
Orion Obs 1,Orion1,Orion,1,M,ASY,35.88057,-90.85209,2/9/2018,2,wire,utility wire,10,1,1,ditch,0.2,200,10,2,2.25,0.65,1.5,0.1,550,10,20,14,101,1,121,2,2.25,0.65,1.5,0.1,0,0,31.34328358,60.96440873,4.01836969,3.673938002,0
Orion Ran 1,Orion1,Orion,0,M,ASY,35.879431,-90.854066,2/9/2018,2,stubble,rice stubble,0.4,1,0,none,0,200,10,2,1.75,0.3,1.75,0.15,500,10,0,0,3,2,3,2,1.75,0.3,1.75,0.15,0,0,28.00925926,65.16203704,3.240740741,3.587962963,0
Orion Obs 2,Orion2,Orion,1,M,ASY,35.88176,-90.85105,2/13/2018,2,natural,tree,3,0,1,ditch,0.105,250,10,2,2.25,0.65,1.5,0.1,550,10,40,14,101,1,141,2,2.25,0.65,1.5,0.1,0,0,31.34328358,60.96440873,4.01836969,3.673938002,0
Orion Ran 2,Orion2,Orion,0,M,ASY,35.88253,-90.85009,2/13/2018,2,wire,utility wire,9,1,1,ditch,0.2,250,10,2,2,0.3,0.75,0.1,550,10,61,14,101,1,162,2,2,0.3,0.75,0.1,0,0,28.00925926,65.16203704,3.240740741,3.587962963,0
Orion Obs 3,Orion3,Orion,1,M,ASY,35.88274,-90.85005,2/25/2018,2,natural,tree,8.3,0,1,ditch,0.19,250,10,2,2,0.3,0.75,0.1,550,10,61,14,101,1,162,2,2,0.3,0.75,0.1,0,0,31.34328358,60.96440873,4.01836969,3.673938002,0
Orion Ran 3,Orion3,Orion,0,M,ASY,35.881298,-90.848193,2/25/2018,2,anthropogenic,utility pole,12,0,1,ditch,0.16,0,0,0,0,0,0,0,150,10,17,12,7,2,24,2,2,0.3,0.75,0.1,0,0,28.00925926,65.16203704,3.240740741,3.587962963,0
Orion Obs 4,Orion4,Orion,1,M,ASY,35.88217,-90.85125,3/9/2018,2,natural,tree,2.9,1,0,none,0,250,10,2,2.25,0.65,1.5,0.1,550,10,40,14,101,1,141,2,2.25,0.65,1.5,0.1,0,0,31.34328358,60.96440873,4.01836969,3.673938002,0
Orion Ran 4,Orion4,Orion,0,M,ASY,35.8829,-90.85063,3/9/2018,2,anthropogenic,post,1.5,1,0,none,0,250,10,2,2,0.3,0.75,0.1,550,10,61,14,101,1,162,2,2,0.3,0.75,0.1,0,0,28.00925926,65.16203704,3.240740741,3.587962963,0
Peanut Obs 1,Peanut1,Peanut,1,M,ASY,35.60267,-90.5329,10/31/2017,2,wire,utility wire,12,1,1,ditch,0.1,200,12,3,5,1.433333333,2.666666667,0.1,500,12,40,10,4,2,44,3,5,1.433333333,2.666666667,0.1,0.114285714,50.74285714,14.28571429,28,1.371428571,5.028571429,0.457142857
Peanut Ran 1,Peanut1,Peanut,0,M,ASY,35.60252,-90.52978,10/31/2017,2,wire,utility wire,12,1,1,ditch,0.05,200,12,3,5,1.433333333,2.666666667,0.1,500,12,101,14,101,2,202,3,5,1.433333333,2.666666667,0.1,0.114678899,65.59633028,9.747706422,18.57798165,1.032110092,4.931192661,0
Peanut Obs 2,Peanut2,Peanut,1,M,ASY,35.602794,-90.53483,11/16/2017,2,natural,shrub,1.6,1,0,none,0,200,12,2,6,1.65,3,0.1,500,12,16,16,4,1.5,20,3,5,1.433333333,2.666666667,0.1,0.114285714,50.74285714,14.28571429,28,1.371428571,5.028571429,0.457142857
Peanut Ran 2,Peanut2,Peanut,0,M,ASY,35.603479,-90.53501,11/16/2017,2,natural,shrub,2,0,0,none,0,200,12,2,6,1.65,3,0.1,500,12,16,16,4,1.5,20,3,5,1.433333333,2.666666667,0.1,0.114678899,65.59633028,9.747706422,18.57798165,1.032110092,4.931192661,0
Peanut Obs 3,Peanut3,Peanut,1,M,ASY,35.60284,-90.53786,11/20/2017,2,wire,utility wire,8,1,0,none,0,300,11,4,3.625,1.25,2.375,0.175,600,11,20,5,6,2,26,4,3.625,1.25,3.5,0.175,0,45.6946039,11.71067738,33.98392652,0.229621125,8.381171068,0
Peanut Ran 3,Peanut3,Peanut,0,M,ASY,35.60289,-90.53959,11/20/2017,2,wire,utility wire,9,1,0,none,0,300,11,2,4.25,1.25,3.5,0.15,600,11,20,5,6,2,26,4,3.625,1.25,2.375,0.175,0,30.11494253,10,50.57471264,0.459770115,8.620689655,0.229885057
Peanut Obs 5,Peanut5,Peanut,1,M,ASY,35.60419,-90.56434,2/1/2018,2,natural,tree,4.2,1,1,ditch,0.25,200,12,2,6,1.65,3,0.1,500,12,40,12,0,0,40,2,6,1.65,3,0.1,23.23462415,9.453302961,0,61.61731207,1.25284738,4.44191344,0
Peanut Ran 5,Peanut5,Peanut,0,M,ASY,35.603226,-90.564245,2/1/2018,2,wire,utility wire,12,1,1,ditch,0.15,200,12,2,6,1.65,3,0.1,500,12,40,12,0,0,40,2,6,1.65,3,0.1,39.42857143,4,0,51.77142857,0.8,4,0
Peanut Obs 6,Peanut6,Peanut,1,M,ASY,35.60257,-90.53104,2/7/2018,2,wire,utility wire,7,1,1,ditch,0.1,200,12,3,5,1.433333333,2.666666667,0.1,500,12,101,14,101,2,202,3,4.666666667,1.433333333,2.666666667,0.1,0.114285714,50.74285714,14.28571429,28,1.371428571,5.028571429,0.457142857
Peanut Ran 6,Peanut6,Peanut,0,M,ASY,35.601877,-90.529574,2/7/2018,2,stubble,cotton stubble,0.4,1,0,none,0,200,12,3,5,1.433333333,2.666666667,0.1,500,12,101,14,101,2,202,3,5,1.433333333,2.666666667,0.1,0.114678899,65.59633028,9.747706422,18.57798165,1.032110092,4.931192661,0
Peanut Obs 7,Peanut7,Peanut,1,M,ASY,35.60265,-90.53212,2/13/2018,2,wire,utility wire,12,1,0,none,0,200,12,3,2,1.433333333,2.666666667,0.1,500,12,40,10,4,2,44,3,5,1.433333333,2.666666667,0.1,0.114285714,50.74285714,14.28571429,28,1.371428571,5.028571429,0.457142857
Peanut Ran 7,Peanut7,Peanut,0,M,ASY,35.60272,-90.53191,2/13/2018,2,natural,tree,21,0,1,ditch,1,200,12,3,5,1.433333333,2.666666667,0.1,500,12,40,10,4,2,44,3,5,1.433333333,2.666666667,0.1,0.114678899,65.59633028,9.747706422,18.57798165,1.032110092,4.931192661,0
Raymond Obs 1,Raymond1,Raymond,1,M,SY,35.86112,-90.98144,1/23/2018,2,wire,utility wire,9.5,1,1,ditch,0.75,200,6.5,3,4.233333333,0.733333333,6.266666667,0.8,500,6.5,101,6.5,0,0,101,3,4.233333333,0.733333333,6.266666667,0.8,0,0,16.32183908,76.66666667,2.413793103,3.793103448,0.804597701
Raymond Ran 1,Raymond1,Raymond,0,M,SY,35.86126,-90.98013,1/23/2018,2,natural,tree,8.4,1,0,none,0,0,0,1,4.8,0.4,3.8,1.2,400,7.5,85,3.7,0,0,85,3,4.033333333,0.733333333,6.133333333,0.8,0,0,38.57634902,51.77956372,6.084959816,3.55912744,0
Raymond Obs 2,Raymond2,Raymond,1,M,SY,35.86309,-90.9815,2/9/2018,2,wire,utility wire,9,1,1,ditch,0.08,200,6.5,3,4.233333333,0.733333333,4.6,0.9,500,6.5,62,8.2,0,0,62,3,4.233333333,0.733333333,4.6,0.9,0,0,16.32183908,76.66666667,2.413793103,3.793103448,0.804597701
Raymond Ran 2,Raymond2,Raymond,0,M,SY,35.862024,-90.980208,2/9/2018,2,stubble,rice stubble,0.3,1,0,none,0,0,0,3,4.233333333,0.733333333,4.6,0.9,400,6.5,101,6.5,0,0,101,3,4.233333333,0.733333333,4.6,0.9,0,0,38.57634902,51.77956372,6.084959816,3.55912744,0
Raymond Obs 3,Raymond3,Raymond,1,M,SY,35.86576,-90.98133,2/13/2018,2,wire,utility wire,6,1,1,ditch,0.5,200,6.5,2,3.65,0.9,4.8,0.75,500,6.5,8,1.2,0,0,8,2,3.65,0.9,4.8,0.75,0,0,16.32183908,76.66666667,2.413793103,3.793103448,0.804597701
Raymond Ran 3,Raymond3,Raymond,0,M,SY,35.86703,-90.98285,2/13/2018,2,stubble,crop stubble,0.4,1,0,none,0,0,0,0,0,0,0,0,660,7.5,7,7.5,4,0.8,11,4,3.725,0.875,5,0.925,15.81986143,0,17.66743649,40.64665127,19.28406467,6.581986143,0
Raymond Obs 4,Raymond4,Raymond,1,M,SY,35.86142,-90.98542,2/20/2018,2,anthropogenic,ag equipment,1.25,1,0,none,0,0,0,0,0,0,10,0.2,0,0,6,2.1,3,1.5,9,0,0,0,10,0.2,0,0,16.32183908,76.66666667,2.413793103,3.793103448,0.804597701
Raymond Ran 4,Raymond4,Raymond,0,M,SY,35.86235,-90.98547,2/20/2018,2,natural,tree,3,1,0,none,0,0,0,0,0,0,10,0.2,0,0,3,1,3,1.5,6,0,0,0,10,0.2,0,0,38.57634902,51.77956372,6.084959816,3.55912744,0
Raymond Obs 5,Raymond5,Raymond,1,M,SY,35.86289,-90.98135,3/6/2018,2,wire,utility wire,8.5,1,1,ditch,0.165,200,6.5,2,3.65,0.9,4.8,0.425,500,6.5,76,8.2,0,0,76,2,3.65,0.9,4.8,0.425,0,0,16.32183908,76.66666667,2.413793103,3.793103448,0.804597701
